"","year","month","date_of_month","day_of_week","births"
"931",2002,7,19,5,12900
"932",2002,7,20,6,8799
"933",2002,7,21,7,7954
"934",2002,7,22,1,12194
"935",2002,7,23,2,13630
"936",2002,7,24,3,13231
"937",2002,7,25,4,13345
"938",2002,7,26,5,12914
"939",2002,7,27,6,9073
"940",2002,7,28,7,7915
"941",2002,7,29,1,12148
"942",2002,7,30,2,13593
"943",2002,7,31,3,13311
"944",2002,8,1,4,13267
"945",2002,8,2,5,13127
"946",2002,8,3,6,8963
"947",2002,8,4,7,7833
"948",2002,8,5,1,12191
"949",2002,8,6,2,13407
"950",2002,8,7,3,13035
"951",2002,8,8,4,13420
"952",2002,8,9,5,12893
"953",2002,8,10,6,9078
"954",2002,8,11,7,7970
"955",2002,8,12,1,12311
"956",2002,8,13,2,13603
"957",2002,8,14,3,13302
"958",2002,8,15,4,13551
"959",2002,8,16,5,13132
"960",2002,8,17,6,9298
"961",2002,8,18,7,7925
"962",2002,8,19,1,12299
"963",2002,8,20,2,13820
"964",2002,8,21,3,13356
"965",2002,8,22,4,13232
"966",2002,8,23,5,13133
"967",2002,8,24,6,9086
"968",2002,8,25,7,7961
"969",2002,8,26,1,12182
"970",2002,8,27,2,13788
"971",2002,8,28,3,13398
"972",2002,8,29,4,13426
"973",2002,8,30,5,13300
"974",2002,8,31,6,9122
"975",2002,9,1,7,7947
"976",2002,9,2,1,8297
"977",2002,9,3,2,12613
"978",2002,9,4,3,13969
"979",2002,9,5,4,14021
"980",2002,9,6,5,13680
"981",2002,9,7,6,9354
"982",2002,9,8,7,8077
"983",2002,9,9,1,12875
"984",2002,9,10,2,13940
"985",2002,9,11,3,12655
"986",2002,9,12,4,14247
"987",2002,9,13,5,13028
"988",2002,9,14,6,9388
"989",2002,9,15,7,8433
"990",2002,9,16,1,12793
"991",2002,9,17,2,14241
"992",2002,9,18,3,13953
"993",2002,9,19,4,13899
"994",2002,9,20,5,13721
"995",2002,9,21,6,9613
"996",2002,9,22,7,8222
"997",2002,9,23,1,12795
"998",2002,9,24,2,14205
"999",2002,9,25,3,13518
"1000",2002,9,26,4,13469
"1001",2002,9,27,5,13298
"1002",2002,9,28,6,9250
"1003",2002,9,29,7,7968
"1004",2002,9,30,1,12232
"1005",2002,10,1,2,13625
"1006",2002,10,2,3,13512
"1007",2002,10,3,4,13044
"1008",2002,10,4,5,12814
"1009",2002,10,5,6,8922
"1010",2002,10,6,7,7801
"1011",2002,10,7,1,11970
"1012",2002,10,8,2,13066
"1013",2002,10,9,3,12658
"1014",2002,10,10,4,12684
"1015",2002,10,11,5,12467
"1016",2002,10,12,6,8451
"1017",2002,10,13,7,7416
"1018",2002,10,14,1,11559
"1019",2002,10,15,2,12788
"1020",2002,10,16,3,12642
"1021",2002,10,17,4,12507
"1022",2002,10,18,5,12197
"1023",2002,10,19,6,8534
"1024",2002,10,20,7,7405
"1025",2002,10,21,1,11690
"1026",2002,10,22,2,13214
"1027",2002,10,23,3,12656
"1028",2002,10,24,4,12679
"1029",2002,10,25,5,12523
"1030",2002,10,26,6,8414
"1031",2002,10,27,7,7690
"1032",2002,10,28,1,11853
"1033",2002,10,29,2,12833
"1034",2002,10,30,3,12274
"1035",2002,10,31,4,10850
"1036",2002,11,1,5,12591
"1037",2002,11,2,6,8561
"1038",2002,11,3,7,7502
"1039",2002,11,4,1,11761
"1040",2002,11,5,2,12906
"1041",2002,11,6,3,12602
"1042",2002,11,7,4,12653
"1043",2002,11,8,5,12472
"1044",2002,11,9,6,8615
"1045",2002,11,10,7,7691
"1046",2002,11,11,1,11509
"1047",2002,11,12,2,12725
"1048",2002,11,13,3,12097
"1049",2002,11,14,4,12485
"1050",2002,11,15,5,12273
"1051",2002,11,16,6,8295
"1052",2002,11,17,7,7353
"1053",2002,11,18,1,11790
"1054",2002,11,19,2,12716
"1055",2002,11,20,3,12574
"1056",2002,11,21,4,12716
"1057",2002,11,22,5,12978
"1058",2002,11,23,6,8581
"1059",2002,11,24,7,7650
"1060",2002,11,25,1,12470
"1061",2002,11,26,2,13377
"1062",2002,11,27,3,11544
"1063",2002,11,28,4,7392
"1064",2002,11,29,5,9341
"1065",2002,11,30,6,8159
"1066",2002,12,1,7,7402
"1067",2002,12,2,1,11929
"1068",2002,12,3,2,13314
"1069",2002,12,4,3,12684
"1070",2002,12,5,4,12596
"1071",2002,12,6,5,11775
"1072",2002,12,7,6,8513
"1073",2002,12,8,7,7339
"1074",2002,12,9,1,11547
"1075",2002,12,10,2,12867
"1076",2002,12,11,3,12632
"1077",2002,12,12,4,12850
"1078",2002,12,13,5,11600
"1079",2002,12,14,6,8420
"1080",2002,12,15,7,7516
"1081",2002,12,16,1,12344
"1082",2002,12,17,2,13454
"1083",2002,12,18,3,13580
"1084",2002,12,19,4,13665
"1085",2002,12,20,5,14015
"1086",2002,12,21,6,9092
"1087",2002,12,22,7,7607
"1088",2002,12,23,1,11396
"1089",2002,12,24,2,9131
"1090",2002,12,25,3,6774
"1091",2002,12,26,4,11242
"1092",2002,12,27,5,13650
"1093",2002,12,28,6,9114
"1094",2002,12,29,7,8035
"1095",2002,12,30,1,13158
"1096",2002,12,31,2,12582
"1097",2003,1,1,3,7908
"1098",2003,1,2,4,11124
"1099",2003,1,3,5,12252
"1100",2003,1,4,6,8519
"1101",2003,1,5,7,7495
"1102",2003,1,6,1,11364
"1103",2003,1,7,2,12657
"1104",2003,1,8,3,12167
"1105",2003,1,9,4,12081
"1106",2003,1,10,5,12517
"1107",2003,1,11,6,8471
"1108",2003,1,12,7,7297
"1109",2003,1,13,1,11197
"1110",2003,1,14,2,12918
"1111",2003,1,15,3,12140
"1112",2003,1,16,4,12136
"1113",2003,1,17,5,12110
"1114",2003,1,18,6,8431
"1115",2003,1,19,7,7498
"1116",2003,1,20,1,11045
"1117",2003,1,21,2,12288
"1118",2003,1,22,3,12097
"1119",2003,1,23,4,12185
"1120",2003,1,24,5,12107
"1121",2003,1,25,6,8379
"1122",2003,1,26,7,7389
"1123",2003,1,27,1,11418
"1124",2003,1,28,2,12595
"1125",2003,1,29,3,12100
"1126",2003,1,30,4,12289
"1127",2003,1,31,5,11989
"1128",2003,2,1,6,8667
"1129",2003,2,2,7,7685
"1130",2003,2,3,1,11498
"1131",2003,2,4,2,12566
"1132",2003,2,5,3,12011
"1133",2003,2,6,4,12352
"1134",2003,2,7,5,12381
"1135",2003,2,8,6,8573
"1136",2003,2,9,7,7482
"1137",2003,2,10,1,11996
"1138",2003,2,11,2,12961
"1139",2003,2,12,3,12595
"1140",2003,2,13,4,12340
"1141",2003,2,14,5,13051
"1142",2003,2,15,6,8850
"1143",2003,2,16,7,7669
"1144",2003,2,17,1,10707
"1145",2003,2,18,2,12637
"1146",2003,2,19,3,12626
"1147",2003,2,20,4,12545
"1148",2003,2,21,5,12689
"1149",2003,2,22,6,8883
"1150",2003,2,23,7,7723
"1151",2003,2,24,1,11874
"1152",2003,2,25,2,12882
"1153",2003,2,26,3,12356
"1154",2003,2,27,4,12657
"1155",2003,2,28,5,12533
"1156",2003,3,1,6,8587
"1157",2003,3,2,7,7545
"1158",2003,3,3,1,12774
"1159",2003,3,4,2,12871
"1160",2003,3,5,3,12483
"1161",2003,3,6,4,12604
"1162",2003,3,7,5,12503
"1163",2003,3,8,6,8649
"1164",2003,3,9,7,7387
"1165",2003,3,10,1,11671
"1166",2003,3,11,2,12935
"1167",2003,3,12,3,12520
"1168",2003,3,13,4,12333
"1169",2003,3,14,5,12770
"1170",2003,3,15,6,8601
"1171",2003,3,16,7,7472
"1172",2003,3,17,1,11990
"1173",2003,3,18,2,12960
"1174",2003,3,19,3,12587
"1175",2003,3,20,4,12755
"1176",2003,3,21,5,12653
"1177",2003,3,22,6,8488
"1178",2003,3,23,7,7420
"1179",2003,3,24,1,11654
"1180",2003,3,25,2,13054
"1181",2003,3,26,3,12549
"1182",2003,3,27,4,12601
"1183",2003,3,28,5,12493
"1184",2003,3,29,6,8691
"1185",2003,3,30,7,7493
"1186",2003,3,31,1,11481
"1187",2003,4,1,2,12000
"1188",2003,4,2,3,12994
"1189",2003,4,3,4,12599
"1190",2003,4,4,5,12669
"1191",2003,4,5,6,8440
"1192",2003,4,6,7,7265
"1193",2003,4,7,1,11750
"1194",2003,4,8,2,13020
"1195",2003,4,9,3,12397
"1196",2003,4,10,4,12689
"1197",2003,4,11,5,12397
"1198",2003,4,12,6,8517
"1199",2003,4,13,7,7234
"1200",2003,4,14,1,11800
"1201",2003,4,15,2,13055
"1202",2003,4,16,3,12947
"1203",2003,4,17,4,12926
"1204",2003,4,18,5,11680
"1205",2003,4,19,6,8155
"1206",2003,4,20,7,7155
"1207",2003,4,21,1,11465
"1208",2003,4,22,2,12696
"1209",2003,4,23,3,12616
"1210",2003,4,24,4,12530
"1211",2003,4,25,5,12255
"1212",2003,4,26,6,8343
"1213",2003,4,27,7,7453
"1214",2003,4,28,1,11666
"1215",2003,4,29,2,12672
"1216",2003,4,30,3,12306
"1217",2003,5,1,4,12727
"1218",2003,5,2,5,12549
"1219",2003,5,3,6,8488
"1220",2003,5,4,7,7551
"1221",2003,5,5,1,12001
"1222",2003,5,6,2,13165
"1223",2003,5,7,3,12667
"1224",2003,5,8,4,12902
"1225",2003,5,9,5,12710
"1226",2003,5,10,6,8706
"1227",2003,5,11,7,7576
"1228",2003,5,12,1,12118
"1229",2003,5,13,2,12685
"1230",2003,5,14,3,12833
"1231",2003,5,15,4,13074
"1232",2003,5,16,5,12840
"1233",2003,5,17,6,8687
"1234",2003,5,18,7,7606
"1235",2003,5,19,1,12035
"1236",2003,5,20,2,13239
"1237",2003,5,21,3,13380
"1238",2003,5,22,4,13393
"1239",2003,5,23,5,13176
"1240",2003,5,24,6,8769
"1241",2003,5,25,7,7690
"1242",2003,5,26,1,7933
"1243",2003,5,27,2,12390
"1244",2003,5,28,3,13854
"1245",2003,5,29,4,13497
"1246",2003,5,30,5,13224
"1247",2003,5,31,6,8850
"1248",2003,6,1,7,7650
"1249",2003,6,2,1,12041
"1250",2003,6,3,2,13090
"1251",2003,6,4,3,12853
"1252",2003,6,5,4,12850
"1253",2003,6,6,5,12869
"1254",2003,6,7,6,8670
"1255",2003,6,8,7,7606
"1256",2003,6,9,1,11917
"1257",2003,6,10,2,13326
"1258",2003,6,11,3,13154
"1259",2003,6,12,4,13092
"1260",2003,6,13,5,12013
"1261",2003,6,14,6,8696
"1262",2003,6,15,7,7680
"1263",2003,6,16,1,12388
"1264",2003,6,17,2,13443
"1265",2003,6,18,3,13082
"1266",2003,6,19,4,12975
"1267",2003,6,20,5,12693
"1268",2003,6,21,6,8734
"1269",2003,6,22,7,7742
"1270",2003,6,23,1,12236
"1271",2003,6,24,2,13578
"1272",2003,6,25,3,13468
"1273",2003,6,26,4,13330
"1274",2003,6,27,5,12862
"1275",2003,6,28,6,8862
"1276",2003,6,29,7,7723
"1277",2003,6,30,1,12261
"1278",2003,7,1,2,13930
"1279",2003,7,2,3,13823
"1280",2003,7,3,4,13487
"1281",2003,7,4,5,9504
"1282",2003,7,5,6,8269
"1283",2003,7,6,7,7871
"1284",2003,7,7,1,12630
"1285",2003,7,8,2,13906
"1286",2003,7,9,3,13508
"1287",2003,7,10,4,13600
"1288",2003,7,11,5,13096
"1289",2003,7,12,6,8908
"1290",2003,7,13,7,7946
"1291",2003,7,14,1,12281
"1292",2003,7,15,2,13711
"1293",2003,7,16,3,13480
"1294",2003,7,17,4,13729
"1295",2003,7,18,5,13225
"1296",2003,7,19,6,8926
"1297",2003,7,20,7,8058
"1298",2003,7,21,1,12419
"1299",2003,7,22,2,13775
"1300",2003,7,23,3,13539
"1301",2003,7,24,4,13569
"1302",2003,7,25,5,12977
"1303",2003,7,26,6,8978
"1304",2003,7,27,7,7830
"1305",2003,7,28,1,12434
"1306",2003,7,29,2,13825
"1307",2003,7,30,3,13557
"1308",2003,7,31,4,13445
"1309",2003,8,1,5,13242
"1310",2003,8,2,6,8882
"1311",2003,8,3,7,7838
"1312",2003,8,4,1,12233
"1313",2003,8,5,2,13735
"1314",2003,8,6,3,13363
"1315",2003,8,7,4,13539
"1316",2003,8,8,5,13352
"1317",2003,8,9,6,9226
"1318",2003,8,10,7,7954
"1319",2003,8,11,1,12282
"1320",2003,8,12,2,13995
"1321",2003,8,13,3,13202
"1322",2003,8,14,4,13391
"1323",2003,8,15,5,13206
"1324",2003,8,16,6,9316
"1325",2003,8,17,7,8181
"1326",2003,8,18,1,12437
"1327",2003,8,19,2,13831
"1328",2003,8,20,3,13464
"1329",2003,8,21,4,13528
"1330",2003,8,22,5,13478
"1331",2003,8,23,6,9240
"1332",2003,8,24,7,7936
"1333",2003,8,25,1,12631
"1334",2003,8,26,2,14008
"1335",2003,8,27,3,13854
"1336",2003,8,28,4,14099
"1337",2003,8,29,5,13769
"1338",2003,8,30,6,9344
"1339",2003,8,31,7,7865
"1340",2003,9,1,1,8164
"1341",2003,9,2,2,12684
"1342",2003,9,3,3,14427
"1343",2003,9,4,4,14161
"1344",2003,9,5,5,13897
"1345",2003,9,6,6,9400
"1346",2003,9,7,7,8188
"1347",2003,9,8,1,12701
"1348",2003,9,9,2,13869
"1349",2003,9,10,3,14180
"1350",2003,9,11,4,13196
"1351",2003,9,12,5,13848
"1352",2003,9,13,6,9574
"1353",2003,9,14,7,8500
"1354",2003,9,15,1,13068
"1355",2003,9,16,2,14399
"1356",2003,9,17,3,14018
"1357",2003,9,18,4,14066
"1358",2003,9,19,5,13560
"1359",2003,9,20,6,9688
"1360",2003,9,21,7,8500
"1361",2003,9,22,1,12987
"1362",2003,9,23,2,14376
"1363",2003,9,24,3,13841
"1364",2003,9,25,4,13865
"1365",2003,9,26,5,13846
"1366",2003,9,27,6,9177
"1367",2003,9,28,7,8206
"1368",2003,9,29,1,12522
"1369",2003,9,30,2,13413
"1370",2003,10,1,3,13398
"1371",2003,10,2,4,13638
"1372",2003,10,3,5,13284
"1373",2003,10,4,6,8983
"1374",2003,10,5,7,7744
"1375",2003,10,6,1,12104
"1376",2003,10,7,2,13523
"1377",2003,10,8,3,13509
"1378",2003,10,9,4,13285
"1379",2003,10,10,5,13306
"1380",2003,10,11,6,8721
"1381",2003,10,12,7,7816
"1382",2003,10,13,1,11455
"1383",2003,10,14,2,13274
"1384",2003,10,15,3,12949
"1385",2003,10,16,4,12711
"1386",2003,10,17,5,12676
"1387",2003,10,18,6,8564
"1388",2003,10,19,7,7561
"1389",2003,10,20,1,12073
"1390",2003,10,21,2,13300
"1391",2003,10,22,3,13054
"1392",2003,10,23,4,12817
"1393",2003,10,24,5,12566
"1394",2003,10,25,6,8568
"1395",2003,10,26,7,7818
"1396",2003,10,27,1,11956
"1397",2003,10,28,2,13426
"1398",2003,10,29,3,12950
"1399",2003,10,30,4,12600
"1400",2003,10,31,5,11005
"1401",2003,11,1,6,8491
"1402",2003,11,2,7,7716
"1403",2003,11,3,1,12443
"1404",2003,11,4,2,13374
"1405",2003,11,5,3,12998
"1406",2003,11,6,4,12801
"1407",2003,11,7,5,12535
"1408",2003,11,8,6,8719
"1409",2003,11,9,7,7481
"1410",2003,11,10,1,12117
"1411",2003,11,11,2,13166
"1412",2003,11,12,3,12680
"1413",2003,11,13,4,12438
"1414",2003,11,14,5,12433
"1415",2003,11,15,6,8309
"1416",2003,11,16,7,7486
"1417",2003,11,17,1,12006
"1418",2003,11,18,2,13330
"1419",2003,11,19,3,12879
"1420",2003,11,20,4,12988
"1421",2003,11,21,5,13036
"1422",2003,11,22,6,8623
"1423",2003,11,23,7,7383
"1424",2003,11,24,1,13035
"1425",2003,11,25,2,13732
"1426",2003,11,26,3,12069
"1427",2003,11,27,4,7340
"1428",2003,11,28,5,9407
"1429",2003,11,29,6,8043
"1430",2003,11,30,7,7330
"1431",2003,12,1,1,12213
"1432",2003,12,2,2,13454
"1433",2003,12,3,3,13199
"1434",2003,12,4,4,12631
"1435",2003,12,5,5,12180
"1436",2003,12,6,6,8247
"1437",2003,12,7,7,7383
"1438",2003,12,8,1,11708
"1439",2003,12,9,2,13001
"1440",2003,12,10,3,12739
"1441",2003,12,11,4,12502
"1442",2003,12,12,5,12484
"1443",2003,12,13,6,8303
"1444",2003,12,14,7,7462
"1445",2003,12,15,1,12319
"1446",2003,12,16,2,13649
"1447",2003,12,17,3,13454
"1448",2003,12,18,4,13865
"1449",2003,12,19,5,13693
"1450",2003,12,20,6,8953
"1451",2003,12,21,7,7657
"1452",2003,12,22,1,13249
"1453",2003,12,23,2,12939
"1454",2003,12,24,3,9272
"1455",2003,12,25,4,6744
"1456",2003,12,26,5,10431
"1457",2003,12,27,6,8785
"1458",2003,12,28,7,7763
"1459",2003,12,29,1,13125
"1460",2003,12,30,2,14700
"1461",2003,12,31,3,12540
"1462",2004,1,1,4,8205
"1463",2004,1,2,5,10586
"1464",2004,1,3,6,8337
"1465",2004,1,4,7,7359
"1466",2004,1,5,1,11489
"1467",2004,1,6,2,12755
"1468",2004,1,7,3,12716
"1469",2004,1,8,4,12781
"1470",2004,1,9,5,12469
"1471",2004,1,10,6,8337
"1472",2004,1,11,7,7316
"1473",2004,1,12,1,11813
"1474",2004,1,13,2,12639
"1475",2004,1,14,3,12965
"1476",2004,1,15,4,12837
"1477",2004,1,16,5,12424
"1478",2004,1,17,6,8442
"1479",2004,1,18,7,7512
"1480",2004,1,19,1,11152
"1481",2004,1,20,2,12810
"1482",2004,1,21,3,12753
"1483",2004,1,22,4,12675
"1484",2004,1,23,5,12643
"1485",2004,1,24,6,8632
"1486",2004,1,25,7,7556
"1487",2004,1,26,1,11611
"1488",2004,1,27,2,12892
"1489",2004,1,28,3,12373
"1490",2004,1,29,4,12313
"1491",2004,1,30,5,12375
"1492",2004,1,31,6,8310
"1493",2004,2,1,7,7270
"1494",2004,2,2,1,11686
"1495",2004,2,3,2,13211
"1496",2004,2,4,3,12580
"1497",2004,2,5,4,12572
"1498",2004,2,6,5,12371
"1499",2004,2,7,6,8533
"1500",2004,2,8,7,7440
"1501",2004,2,9,1,11654
"1502",2004,2,10,2,13139
"1503",2004,2,11,3,12966
"1504",2004,2,12,4,12957
"1505",2004,2,13,5,11749
"1506",2004,2,14,6,8944
"1507",2004,2,15,7,7603
"1508",2004,2,16,1,11280
"1509",2004,2,17,2,12790
"1510",2004,2,18,3,12954
"1511",2004,2,19,4,12709
"1512",2004,2,20,5,12720
"1513",2004,2,21,6,8481
"1514",2004,2,22,7,7552
"1515",2004,2,23,1,11565
"1516",2004,2,24,2,13009
"1517",2004,2,25,3,12800
"1518",2004,2,26,4,12621
"1519",2004,2,27,5,12403
"1520",2004,2,28,6,8488
"1521",2004,2,29,7,7301
"1522",2004,3,1,1,12017
"1523",2004,3,2,2,12943
"1524",2004,3,3,3,12696
"1525",2004,3,4,4,12611
"1526",2004,3,5,5,12407
"1527",2004,3,6,6,8532
"1528",2004,3,7,7,7304
"1529",2004,3,8,1,11816
"1530",2004,3,9,2,12988
"1531",2004,3,10,3,12777
"1532",2004,3,11,4,12797
"1533",2004,3,12,5,12519
"1534",2004,3,13,6,8398
"1535",2004,3,14,7,7401
"1536",2004,3,15,1,11903
"1537",2004,3,16,2,12873
"1538",2004,3,17,3,12979
"1539",2004,3,18,4,12710
"1540",2004,3,19,5,12480
"1541",2004,3,20,6,8329
"1542",2004,3,21,7,7548
"1543",2004,3,22,1,11842
"1544",2004,3,23,2,12978
"1545",2004,3,24,3,12765
"1546",2004,3,25,4,12835
"1547",2004,3,26,5,12372
"1548",2004,3,27,6,8602
"1549",2004,3,28,7,7549
"1550",2004,3,29,1,11788
"1551",2004,3,30,2,13078
"1552",2004,3,31,3,12542
"1553",2004,4,1,4,12138
"1554",2004,4,2,5,12776
"1555",2004,4,3,6,8479
"1556",2004,4,4,7,7559
"1557",2004,4,5,1,12013
"1558",2004,4,6,2,13122
"1559",2004,4,7,3,12929
"1560",2004,4,8,4,12836
"1561",2004,4,9,5,11695
"1562",2004,4,10,6,8148
"1563",2004,4,11,7,6969
"1564",2004,4,12,1,11751
"1565",2004,4,13,2,12613
"1566",2004,4,14,3,12732
"1567",2004,4,15,4,12785
"1568",2004,4,16,5,12482
"1569",2004,4,17,6,8584
"1570",2004,4,18,7,7447
"1571",2004,4,19,1,11792
"1572",2004,4,20,2,13128
"1573",2004,4,21,3,12787
"1574",2004,4,22,4,12866
"1575",2004,4,23,5,12442
"1576",2004,4,24,6,8595
"1577",2004,4,25,7,7507
"1578",2004,4,26,1,12020
"1579",2004,4,27,2,13147
"1580",2004,4,28,3,12756
"1581",2004,4,29,4,12617
"1582",2004,4,30,5,12364
"1583",2004,5,1,6,8259
"1584",2004,5,2,7,7433
"1585",2004,5,3,1,11839
"1586",2004,5,4,2,12824
"1587",2004,5,5,3,12852
"1588",2004,5,6,4,12707
"1589",2004,5,7,5,12582
"1590",2004,5,8,6,8599
"1591",2004,5,9,7,7380
"1592",2004,5,10,1,12243
"1593",2004,5,11,2,13229
"1594",2004,5,12,3,12989
"1595",2004,5,13,4,12373
"1596",2004,5,14,5,12688
"1597",2004,5,15,6,8498
"1598",2004,5,16,7,7614
"1599",2004,5,17,1,12172
"1600",2004,5,18,2,13294
"1601",2004,5,19,3,12576
"1602",2004,5,20,4,13036
"1603",2004,5,21,5,12625
"1604",2004,5,22,6,8614
"1605",2004,5,23,7,7628
"1606",2004,5,24,1,12341
"1607",2004,5,25,2,13451
"1608",2004,5,26,3,12891
"1609",2004,5,27,4,13470
"1610",2004,5,28,5,12941
"1611",2004,5,29,6,8720
"1612",2004,5,30,7,7511
"1613",2004,5,31,1,7869
"1614",2004,6,1,2,12440
"1615",2004,6,2,3,13785
"1616",2004,6,3,4,13644
"1617",2004,6,4,5,13059
"1618",2004,6,5,6,8706
"1619",2004,6,6,7,7451
"1620",2004,6,7,1,12173
"1621",2004,6,8,2,13339
"1622",2004,6,9,3,12806
"1623",2004,6,10,4,13141
"1624",2004,6,11,5,12691
"1625",2004,6,12,6,8581
"1626",2004,6,13,7,7649
"1627",2004,6,14,1,12200
"1628",2004,6,15,2,13317
"1629",2004,6,16,3,13141
"1630",2004,6,17,4,13165
"1631",2004,6,18,5,12785
"1632",2004,6,19,6,8492
"1633",2004,6,20,7,7629
"1634",2004,6,21,1,12093
"1635",2004,6,22,2,13237
"1636",2004,6,23,3,13096
"1637",2004,6,24,4,13267
"1638",2004,6,25,5,13074
"1639",2004,6,26,6,8786
"1640",2004,6,27,7,7715
"1641",2004,6,28,1,12383
"1642",2004,6,29,2,13587
"1643",2004,6,30,3,13444
"1644",2004,7,1,4,13887
"1645",2004,7,2,5,13271
"1646",2004,7,3,6,8900
"1647",2004,7,4,7,7820
"1648",2004,7,5,1,8978
"1649",2004,7,6,2,13221
"1650",2004,7,7,3,14496
"1651",2004,7,8,4,14056
"1652",2004,7,9,5,13874
"1653",2004,7,10,6,9040
"1654",2004,7,11,7,7862
"1655",2004,7,12,1,12621
"1656",2004,7,13,2,13214
"1657",2004,7,14,3,13610
"1658",2004,7,15,4,13601
"1659",2004,7,16,5,13411
"1660",2004,7,17,6,9067
"1661",2004,7,18,7,7797
"1662",2004,7,19,1,12286
"1663",2004,7,20,2,13804
"1664",2004,7,21,3,13370
"1665",2004,7,22,4,13574
"1666",2004,7,23,5,12974
"1667",2004,7,24,6,9046
"1668",2004,7,25,7,7549
"1669",2004,7,26,1,12266
"1670",2004,7,27,2,13454
"1671",2004,7,28,3,13258
"1672",2004,7,29,4,13281
"1673",2004,7,30,5,12934
"1674",2004,7,31,6,8858
"1675",2004,8,1,7,7837
"1676",2004,8,2,1,12428
"1677",2004,8,3,2,13249
"1678",2004,8,4,3,13498
"1679",2004,8,5,4,13234
"1680",2004,8,6,5,12935
"1681",2004,8,7,6,8860
"1682",2004,8,8,7,7773
"1683",2004,8,9,1,12310
"1684",2004,8,10,2,13571
"1685",2004,8,11,3,13405
"1686",2004,8,12,4,13448
"1687",2004,8,13,5,12275
"1688",2004,8,14,6,8884
"1689",2004,8,15,7,7885
"1690",2004,8,16,1,12328
"1691",2004,8,17,2,13551
"1692",2004,8,18,3,13274
"1693",2004,8,19,4,13088
"1694",2004,8,20,5,13228
"1695",2004,8,21,6,8944
"1696",2004,8,22,7,7950
"1697",2004,8,23,1,12285
"1698",2004,8,24,2,13556
"1699",2004,8,25,3,13116
"1700",2004,8,26,4,13196
"1701",2004,8,27,5,12971
"1702",2004,8,28,6,9049
"1703",2004,8,29,7,7783
"1704",2004,8,30,1,12342
"1705",2004,8,31,2,13582
"1706",2004,9,1,3,13418
"1707",2004,9,2,4,13539
"1708",2004,9,3,5,13245
"1709",2004,9,4,6,8881
"1710",2004,9,5,7,7875
"1711",2004,9,6,1,8281
"1712",2004,9,7,2,12884
"1713",2004,9,8,3,14492
"1714",2004,9,9,4,14526
"1715",2004,9,10,5,14081
"1716",2004,9,11,6,9253
"1717",2004,9,12,7,8281
"1718",2004,9,13,1,12644
"1719",2004,9,14,2,14172
"1720",2004,9,15,3,13641
"1721",2004,9,16,4,13432
"1722",2004,9,17,5,13577
"1723",2004,9,18,6,9387
"1724",2004,9,19,7,8251
"1725",2004,9,20,1,12963
"1726",2004,9,21,2,13932
"1727",2004,9,22,3,13749
"1728",2004,9,23,4,13969
"1729",2004,9,24,5,13722
"1730",2004,9,25,6,9142
"1731",2004,9,26,7,8143
"1732",2004,9,27,1,12674
"1733",2004,9,28,2,13882
"1734",2004,9,29,3,13416
"1735",2004,9,30,4,13443
"1736",2004,10,1,5,13256
"1737",2004,10,2,6,8886
"1738",2004,10,3,7,7719
"1739",2004,10,4,1,12591
"1740",2004,10,5,2,13707
"1741",2004,10,6,3,13317
"1742",2004,10,7,4,13383
"1743",2004,10,8,5,13122
"1744",2004,10,9,6,8716
"1745",2004,10,10,7,7709
"1746",2004,10,11,1,11758
"1747",2004,10,12,2,13405
"1748",2004,10,13,3,13069
"1749",2004,10,14,4,13259
"1750",2004,10,15,5,13111
"1751",2004,10,16,6,8802
"1752",2004,10,17,7,7661
"1753",2004,10,18,1,12252
"1754",2004,10,19,2,13271
"1755",2004,10,20,3,12967
"1756",2004,10,21,4,12959
"1757",2004,10,22,5,12887
"1758",2004,10,23,6,8627
"1759",2004,10,24,7,7699
"1760",2004,10,25,1,12341
"1761",2004,10,26,2,13464
"1762",2004,10,27,3,13178
"1763",2004,10,28,4,13287
"1764",2004,10,29,5,12473
"1765",2004,10,30,6,8616
"1766",2004,10,31,7,7556
"1767",2004,11,1,1,12173
"1768",2004,11,2,2,13212
"1769",2004,11,3,3,13004
"1770",2004,11,4,4,13075
"1771",2004,11,5,5,12900
"1772",2004,11,6,6,8789
"1773",2004,11,7,7,7734
"1774",2004,11,8,1,12420
"1775",2004,11,9,2,13351
"1776",2004,11,10,3,13017
"1777",2004,11,11,4,12976
"1778",2004,11,12,5,12783
"1779",2004,11,13,6,8626
"1780",2004,11,14,7,7503
"1781",2004,11,15,1,12293
"1782",2004,11,16,2,13528
"1783",2004,11,17,3,13124
"1784",2004,11,18,4,13348
"1785",2004,11,19,5,13063
"1786",2004,11,20,6,8694
"1787",2004,11,21,7,7742
"1788",2004,11,22,1,13463
"1789",2004,11,23,2,14238
"1790",2004,11,24,3,12430
"1791",2004,11,25,4,7614
"1792",2004,11,26,5,9370
"1793",2004,11,27,6,8118
"1794",2004,11,28,7,7540
"1795",2004,11,29,1,12315
"1796",2004,11,30,2,13916
"1797",2004,12,1,3,13385
"1798",2004,12,2,4,12989
"1799",2004,12,3,5,12604
"1800",2004,12,4,6,8616
"1801",2004,12,5,7,7606
"1802",2004,12,6,1,12054
"1803",2004,12,7,2,13372
"1804",2004,12,8,3,13179
"1805",2004,12,9,4,12872
"1806",2004,12,10,5,12719
"1807",2004,12,11,6,8550
"1808",2004,12,12,7,7649
